"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/_Game/Lobby_Resources/Characters/ParagonWraith/Materials/M_Wraith_Upperbody.M_Wraith_Upperbody","0","0","146","1","0.000000","0","730"
"/Game/_Game/Lobby_Resources/Characters/ParagonWraith/Materials/M_Wraith_Lowerbody.M_Wraith_Lowerbody","0","0","110","1","0.000000","0","330"
"/Game/_Game/Lobby_Resources/Characters/ParagonWraith/Materials/M_Wraith_Gun.M_Wraith_Gun","0","0","110","1","0.000000","0","330"
"/Game/_Game/Lobby_Resources/Characters/ParagonWraith/Materials/M_Wraith_Backpack.M_Wraith_Backpack","0","0","110","1","0.000000","0","550"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Heroes/Murdock/Materials/M_Murdock_Weapons.M_Murdock_Weapons","0","0","110","1","0.000000","0","110"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Heroes/Murdock/Materials/M_Murdock_Legs.M_Murdock_Legs","0","0","98","1","0.000000","0","98"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Heroes/Murdock/Materials/M_Murdock_Head.M_Murdock_Head","0","0","98","1","0.000000","0","98"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Heroes/Murdock/Materials/M_Murdock_Body.M_Murdock_Body","0","0","110","1","0.000000","0","110"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Heroes/Murdock/Materials/M_Murdock_Arms.M_Murdock_Arms","0","0","110","1","0.000000","0","220"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","0","175","1","0.000000","0","175"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Heroes/Murdock/Materials/M_Murdock_Glass.M_Murdock_Glass","0","0","129","1","0.000000","0","129"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","0","111","1","0.000000","0","111"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","0","198","1","0.000000","0","198"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Global/Eyes/Materials/M_TearDuct_2.M_TearDuct_2","0","0","175","1","0.000000","0","175"
"/Game/_Game/Lobby_Resources/Characters/ParagonMurdock/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","0","80","1","0.000000","0","80"
"/Game/_Game/Flashback3/AdvancedVillagePack/Materials/M_Uber.M_Uber","0","0","12","1","0.000000","0","24"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_Weapon.M_Revenant_Weapon","0","0","123","1","0.000000","0","123"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_Jacket.M_Revenant_Jacket","0","0","195","1","0.000000","0","390"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_Gun.M_Revenant_Gun","0","0","258","1","0.000000","0","258"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_GlowGun.M_Revenant_GlowGun","0","0","36","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_GlowEyes.M_Revenant_GlowEyes","0","0","60","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_EyesEffect.M_Revenant_EyesEffect","0","0","40","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_Darkness_.M_Revenant_Darkness_","0","0","175","1","0.000000","0","175"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_Body.M_Revenant_Body","0","0","123","1","0.000000","0","123"
"/Game/_Game/Chapters/Chapter2/ParagonRevenant/Characters/Heroes/Revenant/Materials/M_Revenant_Arms.M_Revenant_Arms","0","0","195","1","0.000000","0","195"
"/Game/References/Stylized_Forest/Materials/plants/M_plants.M_plants","0","0","294","3","0.000000","0","0"
"/Game/References/Stylized_Forest/Materials/landscape/M_landscape.M_landscape","0","0","113","3","0.000000","0","92"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Doors.Doors","0","0","21","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColor.M_BaseColor","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Plants.M_Plants","0","0","98","1","0.000000","0","0"
"/Game/_Game/Lobby_Resources/TV/M_Black.M_Black","0","0","12","1","0.000000","0","0"
"/Game/_Game/GeneralWidgets/M_News.M_News","0","0","12","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Particles/Fire_mat.Fire_mat","0","0","24","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Particles/Dust_mat.Dust_mat","0","0","24","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Window_3_glass.Window_3_glass","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Windows.Windows","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Window_2_glass.Window_2_glass","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Window_1_glass.Window_1_glass","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Lab_stuff_2.Lab_stuff_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_1_1.Wall_1_1","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_round_4.Wall_round_4","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_round_3.Wall_round_3","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_round_2.Wall_round_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_round_0.Wall_round_0","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_1_0.Wall_1_0","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_1_5.Wall_1_5","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_1_4.Wall_1_4","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_1_3.Wall_1_3","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Wall_1_2.Wall_1_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Vases.Vases","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Table_round.Table_round","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Tablecloth.Tablecloth","0","0","27","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Table.Table","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Stand.Stand","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Stairs_round.Stairs_round","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Stairs.Stairs","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Shelf.Shelf","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Scrolls.Scrolls","0","0","49","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Textures/Pumpkin_Texture_Mat.Pumpkin_Texture_Mat","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Potions.Potions","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Plate_1.Plate_1","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Plant.Plant","0","0","49","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Pillars.Pillars","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Pie.Pie","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Lab_stuff_1.Lab_stuff_1","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Light_Shaft_Mat.Light_Shaft_Mat","0","0","8","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Lighter_2.Lighter_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Lighter.Lighter","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Candles_candlesticks.Candles_candlesticks","0","0","49","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Ham.Ham","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Garlic.Garlic","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Floor_wooden_texture_Mat.Floor_wooden_texture_Mat","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Textures/Flame_Mat.Flame_Mat","0","0","10","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Flag.Flag","0","0","49","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Fireplace.Fireplace","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Cup.Cup","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Chicken.Chicken","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Chest.Chest","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Cheese.Cheese","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Chair.Chair","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Celling_2.Celling_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Celling_1.Celling_1","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/carrot.carrot","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Carpet_long_2.Carpet_long_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Carpet_2.Carpet_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Carpet.Carpet","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Broccoli.Broccoli","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Bread.Bread","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_opened.Book_opened","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_closed.Book_closed","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_5.Book_5","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_6.Book_6","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_4.Book_4","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Plate_3.Plate_3","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Plate_2.Plate_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Light_Shaft_Mat3.Light_Shaft_Mat3","0","0","8","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Light_Shaft_Mat2.Light_Shaft_Mat2","0","0","8","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Lighter_2-1.Lighter_2-1","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Floor_parquet.Floor_parquet","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_3.Book_3","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_2.Book_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Book_1.Book_1","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Bookcase.Bookcase","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Board_2.Board_2","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Board.Board","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Blinds.Blinds","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Bed.Bed","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Balcony.Balcony","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Armchair.Armchair","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Apple.Apple","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Ambry.Ambry","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Alchemist_table.Alchemist_table","0","0","21","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Tablecloth_blue.Tablecloth_blue","0","0","27","1","0.000000","0","0"
"/Game/References/AlchemistsHouse/Assets/Materials/Carpet_long.Carpet_long","0","0","21","1","0.000000","0","0"
"/Game/_Game/Flashback3/Materials/M_YellowMetal.M_YellowMetal","0","0","21","1","0.000000","0","0"
"/Game/_Game/Flashback3/Materials/M_Grey.M_Grey","0","0","21","1","0.000000","0","0"
"/Game/_Game/Flashback3/Materials/M_DarkGreyMetal.M_DarkGreyMetal","0","0","21","1","0.000000","0","0"
"/Game/_Game/Flashback3/Landscape/Water/WorldGridMaterial.WorldGridMaterial","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback3/Landscape/Water/M_Water.M_Water","0","0","56","1","0.000000","0","0"
"/Game/_Game/Flashback3/Materials/M_OilSlow.M_OilSlow","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/_Game/Flashback3/Materials/M_Oil.M_Oil","0","0","12","1","0.000000","0","0"
"/Game/Masters/StdOpaque/M_StdOpaque.M_StdOpaque","0","0","78","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Ice/M_4E_IceSpike_01.M_4E_IceSpike_01","0","0","24","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Ice/M_4E_IceShards_01.M_4E_IceShards_01","0","0","138","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Ice/M_4E_IceSmoke_01.M_4E_IceSmoke_01","0","0","48","2","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Generic/M_4E_TinyDot_01.M_4E_TinyDot_01","0","0","64","2","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Generic/M_4E_Invissi_01.M_4E_Invissi_01","0","0","72","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Dark/M_4E_DarkStar_01.M_4E_DarkStar_01","0","0","32","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Dark/M_4E_DarkTentacles_01.M_4E_DarkTentacles_01","0","0","40","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Dark/M_4E_DarkSmoke_01.M_4E_DarkSmoke_01","0","0","32","1","0.000000","0","0"
"/Game/_Game/Flashback/Widgets/Textures/MI_Player_Arrow_Mat.MI_Player_Arrow_Mat","0","0","28","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter3/Materials/M_OiledCharacter.M_OiledCharacter","0","0","24","1","0.000000","0","0"
"/Game/Scanned3DPeoplePack/RP_Character/00_rp_master/Materials/RP_Rigged_MasterMaterial.RP_Rigged_MasterMaterial","0","0","216","4","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","75","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter3/Materials/M_GlowingCubeRed.M_GlowingCubeRed","0","0","12","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter3/Materials/M_GlowingCube.M_GlowingCube","0","0","12","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Aqua/M_LMagic_Water_Splash_01.M_LMagic_Water_Splash_01","0","0","24","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Aqua/M_LMagic_Water_Drops_01.M_LMagic_Water_Drops_01","0","0","32","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Aqua/M_LMagic_Water_Droplet_01.M_LMagic_Water_Droplet_01","0","0","96","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Aqua/M_LMagic_Water_Splashes_01.M_LMagic_Water_Splashes_01","0","0","72","3","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Aqua/M_LMagic_Water_01.M_LMagic_Water_01","0","0","36","1","0.000000","0","72"
"/Game/References/Luos8Elements/Materials/Aqua/M_LMagic_WaterFresnel_01.M_LMagic_WaterFresnel_01","0","0","32","1","0.000000","0","64"
"/Game/_Game/Flashback/Widgets/Textures/MI_Map_Mat.MI_Map_Mat","0","0","9","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/Widgets/Minimap/MI_Chapter1Minimap.MI_Chapter1Minimap","0","0","9","1","0.000000","0","0"
"/Game/_Game/Flashback3/Textures/T_Pack_07_Mat.T_Pack_07_Mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/Meshes/Materials/M_Black.M_Black","0","0","12","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/Meshes/Materials/M_White.M_White","0","0","12","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/Meshes/Materials/M_Red.M_Red","0","0","12","1","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/Meshes/Materials/M_Grey.M_Grey","0","0","12","1","0.000000","0","0"
"/Game/EasyBuildingSystem/Materials/Masters/Stylized/MM_Stylized_Grass.MM_Stylized_Grass","0","0","72","1","0.000000","0","0"
"/Game/EasyBuildingSystem/Materials/Masters/Stylized/MM_Stylized_Landscape.MM_Stylized_Landscape","0","0","438","6","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/ScanEffect/M_ScanEffect.M_ScanEffect","0","0","4","1","0.000000","0","0"
"/Game/References/Stylized_Forest/Materials/trees/M_tree_bark.M_tree_bark","0","0","184","2","0.000000","0","0"
"/Game/References/Stylized_Forest/Materials/trees/M_foliage.M_foliage","0","0","196","2","0.000000","0","0"
"/Game/_Game/Flashback3/Meshes/SittingMeshes/rp_sophia_rigged_003_mat.rp_sophia_rigged_003_mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback3/Meshes/SittingMeshes/rp_nathan_rigged_003_mat.rp_nathan_rigged_003_mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback3/Meshes/SittingMeshes/rp_manuel_rigged_001_mat.rp_manuel_rigged_001_mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback3/Meshes/SittingMeshes/rp_eric_rigged_001_mat.rp_eric_rigged_001_mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback3/Meshes/SittingMeshes/rp_claudia_rigged_002_Mobile_mat.rp_claudia_rigged_002_Mobile_mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback3/Meshes/SittingMeshes/rp_carla_rigged_001_Mobile_mat.rp_carla_rigged_001_Mobile_mat","0","0","12","1","0.000000","0","0"
"/Game/_Game/Flashback/Widgets/Textures/MI_Minimap_Mat.MI_Minimap_Mat","0","0","9","1","0.000000","0","0"
"/Game/References/Stylized_Forest/Materials/trees/M_log_stump.M_log_stump","0","0","84","2","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Wind/M_LMagic_Cyclone_01.M_LMagic_Cyclone_01","0","0","20","1","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Wind/M_LMagic_Wind_Def_01.M_LMagic_Wind_Def_01","0","0","64","2","0.000000","0","128"
"/Game/References/Luos8Elements/Materials/Wind/M_LMagic_Wind_Atk_01.M_LMagic_Wind_Atk_01","0","0","40","2","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Wind/M_LMagic_dust_01.M_LMagic_dust_01","0","0","24","1","0.000000","0","0"
"/Game/_Game/Flashback2/Materials/M_Grey3.M_Grey3","0","0","25","1","0.000000","0","0"
"/Game/_Game/Flashback2/Materials/M_Grey2.M_Grey2","0","0","21","1","0.000000","0","0"
"/Game/_Game/Flashback2/Materials/M_Grey1.M_Grey1","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette.M_BaseColorPalette","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Glass.M_Glass","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseColorPalette_EMS.M_BaseColorPalette_EMS","0","0","45","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_AlphaTest.M_AlphaTest","0","0","49","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_BaseTexture.M_BaseTexture","0","0","72","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_SubSurface.M_SubSurface","0","0","92","1","0.000000","0","0"
"/Game/AssetsvilleTown/Materials/MasterMaterials/M_Metal.M_Metal","0","0","45","1","0.000000","0","0"
"/Game/_Game/Flashback2/Materials/M_Gas.M_Gas","0","21","3","1","29.151947","0","66"
"/Game/References/Luos8Elements/Materials/Fire/M_LMagic_Fire_UV_9x9.M_LMagic_Fire_UV_9x9","0","0","48","2","0.000000","0","0"
"/Game/References/Luos8Elements/Materials/Generic/M_LMagic_subUVSetup_01.M_LMagic_subUVSetup_01","0","0","32","1","0.000000","0","0"
"/Game/EasyBuildingSystem/Materials/Masters/Stylized/MM_Stylized_Structures_Base.MM_Stylized_Structures_Base","0","0","288","2","0.000000","0","0"
"/Game/_Game/Chapters/Chapter1/Meshes/Materials/M_tree_bark_burnt.M_tree_bark_burnt","0","0","92","1","0.000000","0","0"
